movieId,title
30892,The Ruling Class
58904,Haunted Castle
114958,Storage 24
641,Requiem for a Dream
52528,Bloodbath at the House of Death
3133,Badlands
166621,Bright Lights
43351,Pony Express
1715,The Cider House Rules
105978,Neil Young Journeys
2062,Ratatouille
176077,Enter the Dangerous Mind
172721,End of the World
49037,Hellevator
7837,The Time Shifters
6610,The Wonderful Country
63989,Irène
129311,A Gun For Jennifer
89403,Dear God No!
26367,I Can Do Bad All By Myself
97,Tron
68,Brazil
239,Some Like It Hot
91391,The Overbrook Brothers
32160,Running Wild
25750,Children of the Corn IV: The Gathering
85549,Las Acacias
27344,Swamp Women
685,Olympia Part Two: Festival of Beauty
79553,The Front Line
81347,Likainen pommi
49050,Oblivion
5302,Without You I'm Nothing
32620,The Drowning Pool
84226,The Day
4539,Hearts of Darkness: A Filmmaker's Apocalypse
46772,"Electra, My Love"
25771,Pink Floyd: Live at Pompeii
43892,Gold Diggers of 1935
42553,The Musketeers of Pig Alley
42732,Bad Girls Go to Hell
57843,Mars
6978,Big Trouble in Little China
42725,The Wild Angels
96724,Anna Karenina
2699,Titanic
1123,Catch a Fire
83,Open Water
153652,The Mark
2567,The Aviator
4806,Runaway Bride
84154,Donald Glover: Weirdo
27064,Mishima: A Life in Four Chapters
80243,Unknown Pleasures
121245,"Bumblefuck, USA"
39824,The Sitter
85394,33 Scenes from Life
4944,Burn After Reading
7007,Rising Sun
4639,Best Seller
127,Blind Chance
70804,J'accuse!
2731,Indochine
167858,The Story of the Voyages
148380,Curry and Pepper
125874,Love & Savagery
1976,Jezebel
56171,Mega Python vs. Gatoroid
158928,The Roman Spring of Mrs. Stone
47239,Fear of Fear
27455,Foolish
4709,Holiday for Henrietta
134,"O Brother, Where Art Thou?"
8652,Dream
86233,The Other Side of the Mountain
40699,"Rock, Paper, Scissors: The Way of the Tosser"
26969,8 Dates
125409,Kiss and Tell
94480,The Lost Missile
6552,Idle Hands
150084,Mr. Blue Sky: The Story of Jeff Lynne & ELO
3086,The Lady Eve
2675,Signs
172785,Expecting
8833,Double Trouble
26761,Pursued
6106,Salvador
59138,Modulations
141,Donnie Darko
6949,"What's Up, Doc?"
97690,We Are Legion: The Story of the Hacktivists
106017,The Angry Hills
797,Persona
172443,His Picture in the Papers
47721,Sawdust and Tinsel
3118,Frankenstein 90
109843,Ill Manors
86410,The Hounds
43376,Diary of a Country Priest
53318,The Fairy King Of Ar
1257,Because I Said So
758,Murder Ahoy
8935,Parking
112931,La Soif du Monde
2176,The Glass House
111237,White Tiger
135312,Glorious Technicolor
1908,Inherit the Wind
51277,Now and Forever
4170,Trade
26479,Strapped
3036,Mary Shelley's Frankenstein
977,Tabu
26127,Joshua Tree
84496,Zig Zag
73027,Across the Bridge
114,Pretty Woman
523,Requiem
2587,"Brother Sun, Sister Moon"
141418,The Letter Writer
3124,The Evil of Frankenstein
109441,Don't Go Near the Water
46821,Blood
27172,There Was a Crooked Man...
103663,The Hunt
47342,Radioactive Dreams
101916,"Live Once, Die Twice"
158009,The Legend of the North Wind
4727,The Gendarme of St. Tropez
2002,The Last Mistress
54406,The Young Visiters
26550,Little Lips
103162,Lenny Bruce: Swear to Tell the Truth
1597,Meet the Parents
110553,Austin High
25,Jarhead
26340,Delta Force 3: The Killing Game
30698,The Five People You Meet In Heaven
844,2046
3593,Dr. Cyclops
7131,Van Helsing
49225,Age of Consent
696,Manhattan
79329,Treevenge
79838,The Flying Doctors of East Africa
8970,The Out-of-Towners
8835,Legally Blonde
6393,Taking Care of Business
39768,Beware of the Car!
108048,"Gwen, the Book of Sand"
79723,New Kids Nitro
48770,Tom & Thomas
117618,The Guest House
2608,Maid to Order
78340,Not Everybody's Lucky Enough to Have Communist Parents
347,People on Sunday
127728,8:46
2193,My Tutor
42632,Monterey Pop
26452,Hercules
117,The Untouchables
60760,Masques
52009,Norwegian Ninja
173873,Courage for Every Day
1969,Bandidas
171337,Siberian Education
6636,The Mugger
9011,The Prophecy 3: The Ascent
146712,A Fairly Odd Christmas
167502,Is the Man Who Is Tall Happy?
52088,Intoxicating
6529,Hondo
8898,The Headless Woman
5070,How Much Do You Love Me?
36264,The Deserters
25797,Miss Minoes
2164,Stargate
31083,Some Girls
141868,Fatty and Mabel Adrift
2817,Same Old Song
124277,The Maker
27769,Sometimes They Come Back
4147,Road to Perdition
159704,The Cave of the Golden Rose
5845,Aragami
4148,Revolutionary Road
1581,The Holiday
6278,Reign of Fire
42002,Anguish
2054,Mr. Holland's Opus
33558,Dog Eat Dog
698,Moonraker
47940,Padayappa
77875,Playing for Keeps
1498,Teenage Mutant Ninja Turtles
1555,The Spanish Apartment
167548,The Shutka Book of Records
63069,Bank Holiday
26865,X: The Unknown
993,Sleuth
492,Being John Malkovich
27095,Cold Showers
25868,Aladin
31923,"Welcome Home, Roxy Carmichael"
32013,Hacking Democracy
871,Planet of the Apes
2990,Pacific Heights
43177,Son of Lassie
4296,Millennium
26243,Fallen Angel
118900,"In the Meantime, Darling"
60189,Lovey-Dovey 3
8273,American Wedding
167956,Fist of Jesus
26398,At the Earth's Core
107052,Cafè Express
3093,Basic Instinct 2
84601,The Wearing of the Grin
107846,Escape Plan
39408,The Creature Walks Among Us
26569,The 7 Grandmasters
7344,Absurdistan
26180,Excess Baggage
31680,Prisoner 701: Sasori
1408,Cutthroat Island
5,Four Rooms
260,The 39 Steps
141131,The Magnificent Ruffians
65796,Wild Bill
126797,Mental
105325,How to Hook Up Your Home Theater
8383,Red Sun
2057,Original Sin
1163,The Miracle Worker
49872,Hansel & Gretel
124853,Ten Benny
62000,Johnny Belinda
7227,Airport '77
3081,The Goddess
377,A Nightmare on Elm Street
961,The General
86970,1st to Die
56599,The Man Without a Map
828,The Day the Earth Stood Still
124470,Exists
1407,La Vie en Rose
5000,Forbidden Games
33255,Stoked: The Rise And Fall Of Gator
167424,The Dead and the Living
173165,The King of Arcades
97707,Gesualdo: Death for Five Voices
1441,The Contract
176143,Behind the Rising Sun
77883,The Possession
173917,Stand Clear of the Closing Doors
308,Broken Flowers
3537,Fame
132883,Wonder Bar
163376,Luv
63617,Reap the Wild Wind
148636,The Hunchback
67900,Scooby-Doo! Legend of the Phantosaur
166231,Refugee
92670,Silence
133643,Karin Daughter of Ingmar
92352,Confession
27036,Too Late for Tears
832,M
1586,Secret Window
50658,Bella Bettien
6173,Read My Lips
158439,Lucky Partners
3632,Flash Gordon
91339,Kill Zone
1088,Whale Rider
8736,Dikkenek
159469,From This Day Forward
438,Cube Zero
67298,Lisztomania
2998,Zabriskie Point
93289,Now Where Did the Seventh Company Get to?
1987,Benny's Video
2207,16 Blocks
115348,Paranoia
26610,Insomnia
6414,Beautiful Boxer
389,12 Angry Men
144464,Electrocuting an Elephant
56474,Philanthropy
32298,Seeing Other People
8854,Steel
1379,Lights in the Dusk
1246,Rocky Balboa
132654,Les Miserables
760,The Mad Adventures of Rabbi Jacob
3075,Frankenstein Must Be Destroyed
5917,Tom Horn
8222,High Heels
186,Lucky Number Slevin
2359,Sicko
114246,Fantasma
6547,Schtonk!
32316,Marci X
59440,Warrior
89763,The Girl in Lovers Lane
27221,Where the Green Ants Dream
4173,Stromboli
132298,Dibu: La Película
707,A View to a Kill
104043,Old Enough
3090,The Treasure of the Sierra Madre
104241,Heroic Purgatory
8841,The Class
242,The Godfather: Part III
1819,"You, Me and Dupree"
79599,The Hunchback of Notre-Dame
108852,The Youngest Profession
966,The Magnificent Seven
82703,Mr. Peabody & Sherman
54241,The Extra Girl
133557,The Girl
114333,The Hunt
216,Ali: Fear Eats the Soul
32649,Sandor slash Ida
1678,Godzilla
158916,Sweetwater
2383,The Bear
59426,Zhit
6023,P.S. I Love You
93006,The Intimate Stranger
79773,Blood in the Mobile
112501,Sazen Tange and the Pot Worth a Million Ryo
5971,We're No Angels
8883,Flame & Citron
109600,Shakespeare Wallah
153196,Rosas Höllenfahrt
26028,Jimi Plays Monterey
56152,Brigham Young
72822,Olé !
78308,Blood Runs Cold
34138,Night Of The Twisters
47525,The Magic of Ordinary Days
106495,Little Big Shot
621,Grease
836,Barren Lives
56156,The Last Hurrah
117472,Dragnet Girl
3026,The Testament of Dr. Cordelier
50382,Monster in the Closet
494,Shaft in Africa
27679,D.C. Cab
92348,In the Mirror of Maya Deren
2528,Madame Bovary
5748,Good Morning... and Goodbye!
68163,The Hidden II
117340,Hello Lonesome
1116,The Wind That Shakes the Barley
2789,The Chronicles of Riddick
4942,Leatherheads
8337,They Live
4196,Lenin: The Train
54734,Small Potatoes: Who Killed the USFL?
71730,Watch the Shadows Dance
1429,25th Hour
58,Pirates of the Caribbean: Dead Man's Chest
98927,Mad Love
147360,Marianne of My Youth
117924,Somewhere Between
133575,The Velocity of Gary
55292,Shaolin
47723,In the Presence of a Clown
1391,Y Tu Mamá También
5465,The Million Game
6373,The Very Thought of You
3427,Max and the Junkmen
84090,The Citadel
1771,Captain America: The First Avenger
442,Popular Music
116760,Sextette
59895,Sudden Danger
5511,Le Samouraï
26130,Summer Time Machine Blues
65603,Nightwing
125257,Muddy River
35957,Dial 1119
150230,Kill 'em All
870,Dolls
70500,Prisoners of the Lost Universe
363,Head-On
27904,Syndromes and a Century
45928,Incognito
107999,The Bride Goes Wild
60981,My Joy
4918,The Fourth Protocol
3526,Frances
124101,Rock Hudson's Home Movies
3966,Blondie Knows Best
26689,Retroactive
139405,Across the Sea of Time
107426,Julio Begins in July
85312,Making the Boys
25894,Above Suspicion
1956,Gerry
2105,American Pie
135214,The Last Sentence
1941,Exodus
89,Indiana Jones and the Last Crusade
128215,Still Mine
38583,Separate Lies
44494,Zero for Conduct
73614,House of Usher
5937,John Rabe
4140,Blindsight
808,Shrek
53519,High and Dizzy
913,The Thomas Crown Affair
768,From Hell
61638,Don Giovanni
4927,Edge of Seventeen
43897,The Littlest Rebel
126090,Fuse
172729,An American Terror
176085,White Reindeer
26574,Dudes
1285,Torrente 3 The Protector
133369,The Conspiracy
131074,Hunted
123961,Which Way to the Front?
71995,The Passionate Thief
126136,Our Daily Bread
8988,Stop-Loss
1710,Copycat
26752,Silent Wedding
103539,Kelin
508,Love Actually
86593,Wild Bill
96574,Gerhard Richter Painting
512,Scoop
107745,Saajan
80,Before Sunset
141058,A Viking Saga: The Darkest Day
56715,Just Visiting
44773,The 7 Adventures of Sinbad
46910,The Lost Patrol
338,"Good bye, Lenin!"
109425,Blood Games
8094,The Magdalene Sisters
41889,Sorceress
168994,Army
53187,The Return of Dracula
159447,"Mommies, Happy New Year!"
5471,Beowulf & Grendel
27204,God Is Great and I'm Not
72032,Return of Sabata
5060,Carry On Screaming
1440,Little Children
7443,Chicken Run
26803,Breaking Glass
58287,Position Among the Stars
26693,Ju-on: White Ghost
4379,Monster-in-Law
52784,His and Hers
86768,5 Steps to Danger
164443,The Makeover
7442,Sleeping with the Enemy
3055,Valley of the Dolls
161070,August
3064,Chances Are
169692,The Landlords
26566,Father and Guns
2116,Out of Time
2974,The Hands of Orlac
113209,TekWar: TekLords
26393,Breaking Up
5172,The Astronaut Farmer
5203,Wild Orchid
166225,Khel
64524,Nightmare
4935,Howl's Moving Castle
111718,The Sun's Burial
5175,Rush Hour 2
86295,Treasure of the Yankee Zephyr
435,The Day After Tomorrow
78071,Successive Slidings of Pleasure
1896,Salvador (Puig Antich)
26270,Project Moon Base
1577,Resident Evil: Apocalypse
8982,The Protector
27328,The Last House on Dead End Street
2148,The Cotton Club
810,Shrek the Third
42189,Kevin Hart: Seriously Funny
27094,Lenny
163366,Spend It All
68659,The Horsemen
126219,A Hen in the Wind
86382,They Fought for Their Motherland
121135,Jonestown: Paradise Lost
3597,I Know What You Did Last Summer
4628,Enigma
5876,The Mist
630,The Wizard of Oz
87587,The Pill
2189,Tomboy
82368,Love and Larceny
1249,Hollywoodland
84312,Mosquita y Mari
124,No End
25970,I Married a Witch
8942,Wendy and Lucy
3037,Yella
100167,No Way Home
84847,Cinderella Liberty
26769,Cocaine Cowboys II: Hustlin' with the Godmother
86785,The Moment of Truth
42418,Young Black Stallion
3101,I Love You to Death
69928,The Man Who Loved Women
36405,Reverse
105246,Basic Training
6962,The Hunt for the Hidden Relic
117506,Motorway
171885,Lost Rivers
26369,Cannibal Women in the Avocado Jungle of Death
68271,Dream
4580,Je t'aime moi non plus
160588,Blue Jasmine
5652,The James Dean Story
5994,The Family Man
155096,Amen
1544,Imagine Me & You
31952,The Vampire Lovers
709,Licence to Kill
804,Roman Holiday
64522,Reel Bad Arabs: How Hollywood Vilifies a People
88067,Cover-Up
144,Wings of Desire
5998,"Dr. Mabuse, the Gambler"
453,A Beautiful Mind
158589,Six Acts
27046,The Irony of Fate. The Sequel
142358,A Night Full of Rain
4344,Hotel Very Welcome
629,The Usual Suspects
4951,10 Things I Hate About You
76121,Tight Spot
140513,Bakeneko: A Vengeful Spirit
26825,Tell Them Who You Are
104041,Mousey
140,Bad Education
27372,There Was a Father
91067,The Ditch
110415,Snowpiercer
98554,Serving Life
58492,The Greatest Movie Ever Sold
94653,Twilight of the Ice Nymphs
84567,Between Heaven and Hell
1479,"Clean, Shaven"
1567,I Stand Alone
77866,Contraband
3934,Ménage
5228,Stay Hungry
120843,Girls About Town
166076,Superman: Unbound
26946,Attack of the Crab Monsters
825,Playing by Heart
2185,Big Trouble
27717,The Phantom Planet
196,Back to the Future Part III
40226,The Era of Vampires
647,Final Fantasy VII: Advent Children
85325,Citizen's Band
8872,Wayne's World
342,Summer Storm
52462,The Pet
175457,Opus II
4285,After Five In The Forest Primeval
573,Frenzy
26560,Continental Divide
104354,The Tree of Guernica
1428,Once Upon a Time in Mexico
111332,Avatar: Creating the World of Pandora
26900,The Bandit
39305,Children of Beslan
1984,1984
91325,Looking for Lenny
175869,The Treasure
25793,Precious
127094,Apparitions
3134,Baise-moi
3082,Modern Times
781,Wintersleepers
142979,The Joy of Living
146724,Love 911
46105,American: The Bill Hicks Story
329,Jurassic Park
771,Home Alone
144560,"Right On, Man!"
47261,Carancho
8882,Gomorrah
112731,Outlaw Blues
169314,Where The Dead Go to Die
905,Pandora's Box
4258,Scary Movie 5
106222,Pizza
80596,The Magic Box
90118,A Little Bit Zombie
42710,Silent Madness
167032,Curse of Chucky
4289,Dinocroc
184,Jackie Brown
887,The Best Years of Our Lives
103972,Out of Bounds
5503,The Fugitive
54732,Silly Little Game
403,Driving Miss Daisy
55,Amores perros
42638,Queen Kelly
91181,Thirteen Women
47404,"Nick Carter, Master Detective"
164580,The Spirit of '45
72899,The Music Lovers
169798,Licks
111,Scarface
139559,Till Night Do Us Part
2334,Taxi 3
770,Gone with the Wind
174615,Return to Source: The Philosophy of The Matrix
4787,Cassandra's Dream
854,The Mask
81524,Foreign Parts
3698,"Amigo, Stay Away"
174865,Penelope
86320,Twenty Years Later
151693,Morgan
2612,Mr. Destiny
26242,Park Row
25753,Children of the Corn: Revelation
140527,Glitterbug
559,Spider-Man 3
98456,The Girl on the Stone
124527,Face the Music
128169,Sideways
58061,White Fang
173557,The Seven Year Hitch
60086,Babysitter Wanted
2566,Time to Leave
166886,"Mother, I Love You"
68865,The Amazons
2614,Innerspace
140846,Company
4578,Flesh
36576,Curse of the Pink Panther
4348,Pride & Prejudice
100257,Quartet
71520,Last Woman on Earth
31672,Violent City
89670,Body Of Water
31347,Cardcaptor Sakura: The Sealed Card
779,Vampyr
26766,Slasher
107081,I due della legione
812,Aladdin
286,Germany: A Summer's Fairytale
3144,Rock 'n' Roll Frankenstein
